Job ID,Agency,Posting Type,Total Positions,Title Classification,Level,Job Category,Full-Time/Part-Time indicator,Career Level,Salary Range From,Salary Range To,Salary Frequency,Work Location,Hours/Shift,Residency Requirement,Posting Date,Job Postings Year
596059,DEPT OF DESIGN & CONSTRUCTION,External,1,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),58682,112894,Annual,Queens,35 Hours Per Week,Not required,11/21/23,2023
573254,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,M0,"Technology, Data & Innovation",F,Manager,85371,109990,Annual,Flatlands Avenue,35 Hours Per Week,Not required,3/22/23,2023
590322,DEPT OF HEALTH/MENTAL HYGIENE,External,1,Competitive-1,M1,Health,F,Experienced (non-manager),66322,98830,Annual,28th Street,TBD,Hybrid,8/18/23,2023
586755,DEPT OF ENVIRONMENT PROTECTION,External,1,Competitive-1,M0,"Engineering, Architecture, & Planning",TBD,Manager,64922,173486,Annual,Corona,TBD,Not required,6/12/23,2023
605783,TAXI & LIMOUSINE COMMISSION,Internal,1,Competitive-1,M1,Constituent Services & Community Programs,F,Experienced (non-manager),40882,45000,Annual,LIC,TBD,Hybrid,9/19/23,2023
555566,HRA/DEPT OF SOCIAL SERVICES,Internal,2,Competitive-1,M1,Constituent Services & Community Programs,F,Experienced (non-manager),53057,61015,Annual,World Trade Center,40 hours per week,Hybrid,10/14/22,2022
615495,BRONX DISTRICT ATTORNEY,Internal,1,Non-Competitive-5,M1,Administration & Human Resources,F,Experienced (non-manager),60000,60000,Annual,Bronx,TBD,Not required,11/8/23,2023
582217,HRA/DEPT OF SOCIAL SERVICES,Internal,1,Competitive-1,M1,"Technology, Data & Innovation ",F,Experienced (non-manager),98901,136951,Annual,Metrotech,35 Hours Per Week,Not required,6/13/23,2023
574349,CIVILIAN COMPLAINT REVIEW BD,Internal,3,Non-Competitive-5,M1,Legal Affairs,F,Experienced (non-manager),60213,89822,Annual,Church Street,TBD,Hybrid,8/29/23,2023
590912,HRA/DEPT OF SOCIAL SERVICES,External,5,Non-Competitive-5,M1,Health,F,Experienced (non-manager),84744,84744,Annual,125Th Street,40 hours per week,Hybrid,6/26/23,2023
614218,OFFICE OF THE COMPTROLLER,External,1,Non-Competitive-5,0,"Finance, Accounting, & Procurement",F,Student,19,22.5,Hourly,Centre Street,TBD,Hybrid,11/1/23,2023
615688,DEPT OF HEALTH/MENTAL HYGIENE,External,1,Non-Competitive-5,M1,Communications & Intergovernmental Affairs,F,Experienced (non-manager),41887,60000,Annual,115Th Street,TBD,Hybrid,11/20/23,2023
607923,DEPT OF ENVIRONMENT PROTECTION,Internal,2,Non-Competitive-5,1,Communications & Intergovernmental Affairs,F,Entry-Level,59116,91768,Annual,Harding Expressway,TBD,Hybrid,11/27/23,2023
607068,DEPARTMENT OF CITY PLANNING,Internal,1,Competitive-1,M1,"Technology, Data & Innovation",F,Experienced (non-manager),107281,120190,Annual,Broadway,TBD,Not required,9/27/23,2023
591433,DEPARTMENT OF TRANSPORTATION,External,1,Non-Competitive-5,M2,Legal Affairs,F,Executive,116506,252165,Annual,Water Street,35 Hours Per Week,Not required,6/30/23,2023
595336,HRA/DEPT OF SOCIAL SERVICES,External,7,Competitive-1,M1,Administration & Human Resources,F,Experienced (non-manager),56677,65179,Annual,Brooklyn,40 hours per week,Not required,7/27/23,2023
604898,DEPARTMENT OF TRANSPORTATION,External,1,Non-Competitive-5,M1,"Policy, Research & Analysis",F,Experienced (non-manager),103026,133630,Annual,Water Street,35 Hours Per Week,Hybrid,9/20/23,2023
613617,DEPT OF ENVIRONMENT PROTECTION,External,1,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),80091,116999,Annual,Centre Street,TBD,Not required,11/13/23,2023
593612,DEPT. OF HOMELESS SERVICES,Internal,1,Non-Competitive-5,M1,Administration & Human Resources,F,Experienced (non-manager),59116,91768,Annual,30TH Street,40 hours per week,Hybrid,8/7/23,2023
525425,NYC EMPLOYEES RETIREMENT SYS,External,1,Competitive-1,M0,"Finance, Accounting, & Procurement",F,Manager,100000,110000,Annual,Brooklyn,TBD,Hybrid,3/21/22,2022
599928,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Competitive-1,M1,Communications & Intergovernmental Affairs,F,Experienced (non-manager),50972,65000,Annual,47TH Street,TBD,Hybrid,8/24/23,2023
597603,OFFICE OF MANAGEMENT & BUDGET,External,1,Pending Classification-2,M0,"Finance, Accounting, & Procurement",F,Manager,141766,208826,Annual,Greenwich Street,TBD,Hybrid,8/9/23,2023
509756,FINANCIAL INFO SVCS AGENCY,External,1,Non-Competitive-5,M1,"Technology, Data & Innovation",F,Experienced (non-manager),100000,110000,Annual,Manhattan,40 hours per week,Not required,2/10/22,2022
593798,HRA/DEPT OF SOCIAL SERVICES,External,1,Non-Competitive-5,M1,Social Services,F,Experienced (non-manager),59116,91768,Annual,Jamaica,TBD,Hybrid,11/20/23,2023
589832,OFFICE OF THE COMPTROLLER,Internal,1,Competitive-1,M1,"Finance, Accounting, & Procurement",F,Experienced (non-manager),76000,80008,Annual,Centre Street,TBD,Hybrid,6/12/23,2023
613129,NYC HOUSING AUTHORITY,External,1,Competitive-1,M1,"Finance, Accounting, & Procurement",F,Experienced (non-manager),60010,100875,Annual,Office of Director,TBD,Not required,11/27/23,2023
581148,BRONX DISTRICT ATTORNEY,Internal,1,Non-Competitive-5,M1,Administration & Human Resources,F,Experienced (non-manager),75000,75000,Annual,Bronx,TBD,Not required,3/31/23,2023
557379,HRA/DEPT OF SOCIAL SERVICES,Internal,1,Competitive-1,M1,Administration & Human Resources,F,Experienced (non-manager),36390,41848,Annual,William Street,40 hours per week,Hybrid,1/24/23,2023
614290,DEPT OF HEALTH/MENTAL HYGIENE,External,1,Competitive-1,M1,Health,F,Experienced (non-manager),74730,118000,Annual,28th Street,TBD,Hybrid,11/6/23,2023
540243,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Non-Competitive-5,M1,Legal Affairs,F,Experienced (non-manager),79620,91563,Annual,Corona,35 Hours Per Week,Hybrid,7/25/22,2022
598332,DEPARTMENT OF TRANSPORTATION,External,1,Non-Competitive-5,M1,"Technology, Data & Innovation",F,Experienced (non-manager),75000,160000,Annual,Water Street,TBD,Not required,8/21/23,2023
603639,ADMIN FOR CHILDREN'S SVCS,Internal,1,Non-Competitive-5,M1,"Finance, Accounting, & Procurement",F,Experienced (non-manager),82506,103548,Annual,William Street,TBD,Hybrid,11/3/23,2023
612164,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Competitive-1,M1,Health,F,Experienced (non-manager),59301,68196,Annual,Bronx,TBD,Hybrid,10/23/23,2023
596062,DEPT OF DESIGN & CONSTRUCTION,Internal,1,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),81571,93807,Annual,Queens,35 Hours Per Week,Not required,11/8/23,2023
617286,TAXI & LIMOUSINE COMMISSION,External,6,Non-Competitive-5,M1,Legal Affairs,F,Experienced (non-manager),68183,78411,Annual,LIC,TBD,Not required,11/24/23,2023
576549,DEPT OF ENVIRONMENT PROTECTION,External,1,Competitive-1,1,Constituent Services & Community Programs,F,Entry-Level,40017,62820,Annual,Corona,TBD,Hybrid,3/1/23,2023
602934,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,M1,"Technology, Data & Innovation",F,Experienced (non-manager),93288,130988,Annual,Corona,35 Hours Per Week,Not required,10/6/23,2023
595729,DEPT OF ENVIRONMENT PROTECTION,External,1,Pending Classification-2,M0,Administration & Human Resources,F,Manager,105000,120000,Annual,Corona,35 Hours Per Week,Hybrid,8/8/23,2023
576958,HRA/DEPT OF SOCIAL SERVICES,External,1,Competitive-1,M1,Administration & Human Resources,F,Experienced (non-manager),94715,118450,Annual,Pearl Street,40 hours per week,Hybrid,3/2/23,2023
612172,DEPT OF HEALTH/MENTAL HYGIENE,External,1,Competitive-1,M1,Constituent Services & Community Programs,F,Experienced (non-manager),61233,69193,Annual,28th Street,TBD,Hybrid,10/23/23,2023
613485,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Competitive-1,M1,"Finance, Accounting, & Procurement",F,Experienced (non-manager),65775,76000,Annual,28th Street,TBD,Hybrid,11/21/23,2023
615389,DEPARTMENT OF FINANCE,Internal,1,Competitive-1,M1,Communications & Intergovernmental Affairs,F,Experienced (non-manager),65232,115000,Annual,Maiden Lane,TBD,Hybrid,11/20/23,2023
599659,DEPARTMENT OF TRANSPORTATION,External,1,Non-Competitive-5,M1,Constituent Services & Community Programs,F,Experienced (non-manager),59116,75000,Annual,Water Street,35 Hours Per Week,Hybrid,8/22/23,2023
588925,DEPT OF DESIGN & CONSTRUCTION,External,1,Competitive-1,M0,"Finance, Accounting, & Procurement",F,Manager,80931,122000,Annual,Queens,35 Hours Per Week,Hybrid,11/17/23,2023
593335,DEPT OF ENVIRONMENT PROTECTION,External,1,Competitive-1,M1,"Finance, Accounting, & Procurement",F,Experienced (non-manager),62470,80008,Annual,Harding Expressway,35 Hours Per Week,Hybrid,8/13/23,2023
615690,BRONX DISTRICT ATTORNEY,Internal,3,Non-Competitive-5,M1,Constituent Services & Community Programs,F,Experienced (non-manager),60000,60000,Annual,Bronx,TBD,Not required,11/17/23,2023
612386,DEPT OF HEALTH/MENTAL HYGIENE,External,1,Competitive-1,1,Administration & Human Resources,F,Entry-Level,39763,50000,Annual,28th Street,TBD,Hybrid,10/23/23,2023
603406,CAMPAIGN FINANCE BOARD,External,1,Pending Classification-2,M1,"Technology, Data & Innovation",F,Experienced (non-manager),110000,115000,Annual,Church Street,TBD,Hybrid,9/7/23,2023
606820,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Non-Competitive-5,0,Health,P,Student,15.5,19.9,Hourly,28th Street,TBD,Hybrid,9/21/23,2023
600974,BRONX DISTRICT ATTORNEY,Internal,2,Non-Competitive-5,1,Legal Affairs,F,Entry-Level,40866,40866,Annual,Bronx,TBD,Not required,9/26/23,2023
539421,FIRE DEPARTMENT,Internal,1,Non-Competitive-5,M1,"Technology, Data & Innovation",F,Experienced (non-manager),0,140000,Annual,Brooklyn,TBD,Not required,9/18/23,2023
558295,DEPT OF ENVIRONMENT PROTECTION,External,1,Non-Competitive-5,M1,Health,F,Experienced (non-manager),84468,111003,Annual,Harding Expressway,TBD,Hybrid,11/15/22,2022
597466,OFFICE OF LABOR RELATIONS,Internal,1,Non-Competitive-5,M1,Constituent Services & Community Programs,F,Experienced (non-manager),82506,103548,Annual,Cortlandt Street,TBD,Hybrid,9/22/23,2023
616515,NYC HOUSING AUTHORITY,Internal,1,Labor-3,1,Building Operations & Maintenance,F,Entry-Level,31836,46278,Annual,Manhattan,TBD,Not required,11/27/23,2023
613661,DEPT OF DESIGN & CONSTRUCTION,External,6,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),62370,71726,Annual,Queens,TBD,Not required,11/6/23,2023
597818,LAW DEPARTMENT,External,1,Competitive-1,M1,Administration & Human Resources,P,Experienced (non-manager),21.7641,35.26,Hourly,Church Street,20 Hours Per Week,Hybrid,9/15/23,2023
588770,HRA/DEPT OF SOCIAL SERVICES,External,1,Competitive-1,M1,"Finance, Accounting, & Procurement",F,Experienced (non-manager),58695,67499,Annual,World Trade Center,40 hours per week,Hybrid,8/21/23,2023
594361,DEPARTMENT FOR THE AGING,External,1,Competitive-1,M1,Constituent Services & Community Programs,F,Experienced (non-manager),35.9655,41.3602,Hourly,Lafayette Street,TBD,Not required,8/3/23,2023
585762,DEPARTMENT OF FINANCE,External,4,Non-Competitive-5,M1,Constituent Services & Community Programs,F,Experienced (non-manager),51963,56037,Annual,Maiden Lane,40 hours per week,Hybrid,11/13/23,2023
538017,FIRE DEPARTMENT,Internal,1,Non-Competitive-5,M1,Health,F,Experienced (non-manager),64140,77609,Annual,Brooklyn,TBD,Hybrid,12/1/22,2022
606822,DEPT OF DESIGN & CONSTRUCTION,Internal,2,Competitive-1,1,"Engineering, Architecture, & Planning",F,Entry-Level,56181,64608,Annual,Queens,35 Hours Per Week,Not required,9/29/23,2023
610609,DEPT OF HEALTH/MENTAL HYGIENE,External,3,Non-Competitive-5,M1,"Policy, Research & Analysis",F,Experienced (non-manager),82506,82506,Annual,28th Street,TBD,Required,10/20/23,2023
606829,DEPARTMENT OF TRANSPORTATION,Internal,3,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),62370,93587,Annual,Water Street,35 Hours Per Week,Hybrid,10/11/23,2023
590624,HRA/DEPT OF SOCIAL SERVICES,External,1,Non-Competitive-5,M1,Administration & Human Resources,F,Experienced (non-manager),79620,117541,Annual,World Trade Center,40 hours per week,Not required,7/31/23,2023
601557,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Non-Competitive-5,0,Health,P,Student,15.5,19.9,Hourly,Worth Street.,TBD,Hybrid,8/30/23,2023
583637,DEPT. OF HOMELESS SERVICES,Internal,1,Exempt-4,M1,Administration & Human Resources,F,Experienced (non-manager),29739,128280,Annual,Beaver Street,40 hours per week,Hybrid,8/9/23,2023
614094,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Non-Competitive-5,M1,"Policy, Research & Analysis",F,Experienced (non-manager),82506,94882,Annual,First Avenue,TBD,Hybrid,10/31/23,2023
613232,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Competitive-1,M1,Health,F,Experienced (non-manager),87477,88000,Annual,First Avenue,TBD,Not required,10/30/23,2023
614782,DEPT OF ENVIRONMENT PROTECTION,External,1,Competitive-1,M1,Health,F,Experienced (non-manager),73579,111321,Annual,Staten Islands,TBD,Not required,11/27/23,2023
583965,HRA/DEPT OF SOCIAL SERVICES,Internal,1,Competitive-1,M1,Social Services,F,Experienced (non-manager),56845,82086,Annual,16Th Street,TBD,Hybrid,9/8/23,2023
602307,DEPT OF DESIGN & CONSTRUCTION,Internal,1,Competitive-1,1,"Engineering, Architecture, & Planning",F,Entry-Level,56313,64760,Annual,Queens,35 Hours Per Week,Hybrid,10/17/23,2023
566216,FINANCIAL INFO SVCS AGENCY,External,1,Non-Competitive-5,M1,"Technology, Data & Innovation",F,Experienced (non-manager),100000,110000,Annual,Manhattan,35 Hours Per Week,Not required,12/27/22,2022
611180,DEPT OF HEALTH/MENTAL HYGIENE,External,1,Competitive-1,M1,"Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),71985,82783,Annual,47TH Street,TBD,Hybrid,10/17/23,2023
592873,DEPARTMENT OF TRANSPORTATION,External,1,Competitive-1,M1,"Policy, Research & Analysis",F,Experienced (non-manager),84451,113550,Annual,Water Street,40 hours per week,Hybrid,7/17/23,2023
612649,DEPT OF HEALTH/MENTAL HYGIENE,External,1,Non-Competitive-5,M1,Legal Affairs,F,Experienced (non-manager),63228,75000,Annual,28th Street,TBD,Not required,10/24/23,2023
592803,DEPARTMENT OF TRANSPORTATION,Internal,2,Non-Competitive-5,M1,Constituent Services & Community Programs,F,Experienced (non-manager),59116,91768,Annual,Water Street,35 Hours Per Week,Hybrid,7/18/23,2023
606516,DEPARTMENT OF CORRECTION,Internal,1,Non-Competitive-5,M1,"Technology, Data & Innovation",F,Experienced (non-manager),75000,130000,Annual,Astoria,TBD,Not required,9/21/23,2023
607264,DEPT OF HEALTH/MENTAL HYGIENE,External,1,Non-Competitive-5,M1,Health,F,Experienced (non-manager),82506,94882,Annual,28th Street,TBD,Hybrid,9/25/23,2023
607443,DEPT OF CITYWIDE ADMIN SVCS,Internal,1,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),62370,71726,Annual,Centre Street,TBD,Not required,11/27/23,2023
580455,DEPT OF ENVIRONMENT PROTECTION,External,2,Competitive-1,M1,"Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),298.24,347.2,Daily,Corona,40 hours per week,Hybrid,3/24/23,2023
614104,DISTRICT ATTORNEY RICHMOND COU,Internal,1,Non-Competitive-5,M1,Legal Affairs,F,Experienced (non-manager),70000,85000,Annual,Staten Islands,TBD,Hybrid,10/30/23,2023
583606,HRA/DEPT OF SOCIAL SERVICES,External,1,Competitive-1,M0,"Policy, Research & Analysis",F,Manager,72038,136988,Annual,World Trade Center,40 hours per week,Hybrid,7/11/23,2023
611025,DEPT OF HEALTH/MENTAL HYGIENE,External,1,Non-Competitive-5,M1,Administration & Human Resources,F,Experienced (non-manager),59116,75000,Annual,28th Street,TBD,Hybrid,10/17/23,2023
602303,DEPT OF ENVIRONMENT PROTECTION,External,2,Competitive-1,M1,Building Operations & Maintenance,F,Experienced (non-manager),48.1,48.1,Hourly,Brooklyn,TBD,Hybrid,10/6/23,2023
552206,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,M1,"Technology, Data & Innovation",F,Experienced (non-manager),81951,111330,Annual,Corona,TBD,Not required,10/5/22,2022
611314,HRA/DEPT OF SOCIAL SERVICES,External,1,Competitive-1,M0,Administration & Human Resources,F,Manager,100000,118933,Annual,Bronx,40 hours per week,Not required,10/18/23,2023
590646,HRA/DEPT OF SOCIAL SERVICES,External,1,Competitive-1,M1,Social Services,F,Experienced (non-manager),66430,76394,Annual,World Trade Center,40 hours per week,Not required,7/5/23,2023
610405,DEPT OF DESIGN & CONSTRUCTION,External,1,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),58682,95110,Annual,Queens,35 Hours Per Week,Not required,10/26/23,2023
608127,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Non-Competitive-5,M1,Health,F,Experienced (non-manager),94543,118317,Annual,26th Street,TBD,Not required,10/2/23,2023
595772,DEPT OF ENVIRONMENT PROTECTION,External,1,Non-Competitive-5,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),82506,103548,Annual,Harding Expressway,TBD,Hybrid,8/13/23,2023
606735,HRA/DEPT OF SOCIAL SERVICES,Internal,1,Competitive-1,M1,"Technology, Data & Innovation",F,Experienced (non-manager),83685,96238,Annual,World Trade Center,40 hours per week,Not required,9/28/23,2023
599108,HRA/DEPT OF SOCIAL SERVICES,External,1,Competitive-1,M0,Administration & Human Resources,F,Manager,100743,115854,Annual,Metrotech,TBD,Not required,9/29/23,2023
590753,BOROUGH PRESIDENT-BRONX,External,1,Non-Competitive-5,1,Administration & Human Resources,F,Entry-Level,59116,91768,Annual,Bronx,TBD,Hybrid,6/26/23,2023
606645,DEPT OF HEALTH/MENTAL HYGIENE,External,1,Non-Competitive-5,M1,Constituent Services & Community Programs,F,Experienced (non-manager),41887,51000,Annual,28th Street,TBD,Hybrid,9/21/23,2023
587937,HRA/DEPT OF SOCIAL SERVICES,External,1,Competitive-1,M1,Social Services,F,Experienced (non-manager),54246,83775,Annual,World Trade Center,40 hours per week,Hybrid,8/8/23,2023
612424,BRONX DISTRICT ATTORNEY,Internal,1,Non-Competitive-5,M1,Constituent Services & Community Programs,F,Experienced (non-manager),67983,67983,Annual,Bronx,TBD,Not required,10/20/23,2023
592820,DEPT OF ENVIRONMENT PROTECTION,External,1,Competitive-1,M1,"Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),63332,147388,Annual,Corona,35 Hours Per Week,Hybrid,8/11/23,2023
591274,DEPT OF ENVIRONMENT PROTECTION,External,1,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),71726,71726,Annual,Harding Expressway,TBD,Not required,7/14/23,2023
573663,DEPARTMENT OF TRANSPORTATION,Internal,1,Competitive-1,M1,Building Operations & Maintenance,F,Experienced (non-manager),74650,109409,Annual,Water Street,40 hours per week,Hybrid,2/13/23,2023
598485,DEPT OF DESIGN & CONSTRUCTION,External,1,Non-Competitive-5,M2,"Engineering, Architecture, & Planning",F,Executive,72038,163598,Annual,Queens,35 Hours Per Week,Hybrid,8/14/23,2023
586242,NYC EMPLOYEES RETIREMENT SYS,Internal,1,Non-Competitive-5,M1,Legal Affairs,F,Experienced (non-manager),79620,91563,Annual,Brooklyn,TBD,Not required,5/9/23,2023
