Job ID,Agency,Posting Type,Total Positions,Civil Service Title,Title Classification,Level,Job Category,Full-Time/Part-Time indicator,Career Level,Salary Range From,Salary Range To,Salary Frequency,Work Location,Division/Work Unit,Hours/Shift,Residency Requirement,Posting Date,Job Postings Year
579996,DEPT OF ENVIRONMENT PROTECTION,Internal,1,CERTIFIED IT ADMINISTRATOR (LA,Competitive-1,M1,"Technology, Data & Innovation",F,Experienced (non-manager),85371,119883,Annual,Harding Expressway,Dept of Environment Protection,35 Hours Per Week,Not required,4/8/23,2023
589444,DEPARTMENT OF TRANSPORTATION,External,3,CITY PLANNER,Competitive-1,M1,Constituent Services & Community Programs,F,Experienced (non-manager),71255,104894,Annual,Water Street,Franchise/Concessions/Consents,35 Hours Per Week,Required,6/17/23,2023
582506,DEPARTMENT OF TRANSPORTATION,Internal,1,SUMMER COLLEGE INTERN,Non-Competitive-5,0,"Engineering, Architecture, & Planning",F,Student,15,17.5,Hourly,Water Street,East River & Movable,35 Hours Per Week,Hybrid,4/17/23,2023
613914,OFFICE OF CRIMINAL JUSTICE,External,1,COMMUNITY ASSOCIATE,Non-Competitive-5,1,Legal Affairs,F,Entry-Level,41887,65000,Annual,Centre Street,Program Staff,TBD,Required,10/27/23,2023
599800,HRA/DEPT OF SOCIAL SERVICES,Internal,1,ADMINISTRATIVE STAFF ANALYST (,Competitive-1,M0,Administration & Human Resources,F,Manager,94715,136260,Annual,Pearl Street,Hasa Hiv/Aids Svcs Admin-NM,40 hours per week,Required,9/6/23,2023
584890,DEPT OF ENVIRONMENT PROTECTION,Internal,1,ASSISTANT ENVIRONMENTAL ENGINE,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),65640,85646,Annual,Corona,MUNI SEPARATE STORM SWR SYSTEM,TBD,Not required,5/16/23,2023
573623,FINANCIAL INFO SVCS AGENCY,External,1,CLERICAL ASSOCIATE,Competitive-1,M1,"Technology, Data & Innovation",F,Experienced (non-manager),32850,48940,Annual,Manhattan,Adm/User Support,35 Hours Per Week,Required,2/8/23,2023
598648,DEPT OF HEALTH/MENTAL HYGIENE,External,1,SUPERVISOR II SOCIAL WORK,Competitive-1,M1,Constituent Services & Community Programs,F,Experienced (non-manager),72603,83493,Annual,28th Street,MH - Assisted out Treatment,TBD,Required,8/15/23,2023
600557,HRA/DEPT OF SOCIAL SERVICES,Internal,1,IT SERVICE MANAGEMENT SPECIALI,Non-Competitive-5,M1,"Technology, Data & Innovation ",F,Experienced (non-manager),75000,130000,Annual,Metrotech,Mgmt Information System-NM,35 Hours Per Week,Not required,9/29/23,2023
611370,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,CITY RESEARCH SCIENTIST,Non-Competitive-5,M1,Constituent Services & Community Programs,F,Experienced (non-manager),82506,97565,Annual,28th Street,HIV Programs,TBD,Required,10/16/23,2023
598690,OFFICE OF MANAGEMENT & BUDGET,Internal,2,BUDGET ANALYST (OMB),Pending Classification-2,1,"Finance, Accounting, & Procurement",F,Entry-Level,51550,73806,Annual,Greenwich Street,Office of Budget Review,TBD,Required,8/15/23,2023
605239,DEPT OF ENVIRONMENT PROTECTION,Internal,1,MECHANICAL ENGINEER,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),98470,133496,Annual,Harding Expressway,Mechanical Engineering - IFA,35 Hours Per Week,Not required,11/27/23,2023
577984,FINANCIAL INFO SVCS AGENCY,Internal,1,IT PROJECT SPECIALIST,Non-Competitive-5,M1,"Technology, Data & Innovation",F,Experienced (non-manager),115000,130000,Annual,Manhattan,OPS/Business Support,35 Hours Per Week,Not required,3/27/23,2023
595478,DEPT OF HEALTH/MENTAL HYGIENE,External,1,CITY RESEARCH SCIENTIST,Non-Competitive-5,M1,Constituent Services & Community Programs,F,Experienced (non-manager),82506,94000,Annual,28th Street,Communicable Diseases,TBD,Required,9/27/23,2023
559809,DEPT OF HEALTH/MENTAL HYGIENE,External,1,CLERICAL ASSOCIATE,Competitive-1,M1,Administration & Human Resources,F,Experienced (non-manager),40017,62820,Annual,47TH Street,SH Nursing Services & Prof Dev,TBD,Required,9/27/23,2023
610165,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,CITY RESEARCH SCIENTIST,Non-Competitive-5,M1,"Policy, Research & Analysis",F,Experienced (non-manager),70087,70087,Annual,Brooklyn,CHECW - BKLYN.NEGHBHD HLTH.,TBD,Required,10/11/23,2023
561334,DEPT OF ENVIRONMENT PROTECTION,Internal,1,ADMIN COMMUNITY RELATIONS SPEC,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),64749,134280,Annual,Harding Expressway,BWT - ADMINISTRATION/PERSONNEL,35 Hours Per Week,Hybrid,12/20/22,2022
589699,OFFICE OF LABOR RELATIONS,External,1,CITY RESEARCH SCIENTIST,Non-Competitive-5,M1,Constituent Services & Community Programs,F,Experienced (non-manager),82506,103548,Annual,Cortlandt Street,Central Eap,TBD,Hybrid,7/17/23,2023
607969,NYC EMPLOYEES RETIREMENT SYS,Internal,1,COMPUTER SYSTEMS MANAGER,Competitive-1,M1,"Technology, Data & Innovation",F,Experienced (non-manager),95000,120000,Annual,Brooklyn,Executive Management,TBD,Not required,9/26/23,2023
602070,DEPT OF HEALTH/MENTAL HYGIENE,External,1,CITY RESEARCH SCIENTIST,Non-Competitive-5,M1,"Health Policy, Research & Analysis",F,Experienced (non-manager),105746,125000,Annual,47TH Street,TB Administration,TBD,Hybrid,9/7/23,2023
615588,BRONX DISTRICT ATTORNEY,Internal,1,PRINCIPAL ADMINISTRATIVE ASSOC,Competitive-1,M0,Administration & Human Resources,F,Manager,85000,85000,Annual,Bronx,Support Staff,TBD,Not required,11/9/23,2023
591408,DEPT OF DESIGN & CONSTRUCTION,Internal,1,ADMIN ARCHITECT (NON MGRL) M-1,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),58682,108150,Annual,Queens,Pub Bldgs/A&E/Architecture,35 Hours Per Week,Not required,9/21/23,2023
595351,TAXI & LIMOUSINE COMMISSION,External,1,CLERICAL ASSOCIATE,Competitive-1,M1,Constituent Services & Community Programs,TBD,Experienced (non-manager),35895,44000,Annual,LIC,Client Services,TBD,Hybrid,7/31/23,2023
596908,DEPT OF DESIGN & CONSTRUCTION,Internal,1,ASSISTANT CIVIL ENGINEER,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),62370,71726,Annual,Queens,INFRA/CONST.MGMT4/BX+N.QNS/S1,35 Hours Per Week,Not required,8/9/23,2023
589793,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,CITY MEDICAL SPECIALIST (PART-,Non-Competitive-5,M1,Constituent Services & Community Programs,P,Experienced (non-manager),78.04,90.31,Hourly,28th Street,Immun. Clinical/Emerg. Prep.,TBD,Not required,10/30/23,2023
574968,DEPT OF ENVIRONMENT PROTECTION,Internal,6,WATERSHED MAINTAINER,Competitive-1,M1,Building Operations & Maintenance,F,Experienced (non-manager),41033,47188,Annual,Brooklyn,SHAFT MAINTENANCE,TBD,Hybrid,2/19/23,2023
609668,HOUSING PRESERVATION & DVLPMNT,External,1,DEPUTY COMMISSIONER (HOUSING P,Exempt-4,M2,Constituent Services & Community Programs,F,Executive,190000,207000,Annual,Gold Street,Tenant Resources - Exec & IT,TBD,Hybrid,10/5/23,2023
603798,DEPARTMENT OF TRANSPORTATION,Internal,1,ADMINISTRATIVE CLAIM EXAMINER,Competitive-1,M1,"Finance, Accounting, & Procurement",F,Experienced (non-manager),58700,173486,Annual,Water Street,Franchise/Concessions/Consents,35 Hours Per Week,Hybrid,9/16/23,2023
540191,BRONX DISTRICT ATTORNEY,External,15,ASSISTANT DISTRICT ATTORNEY (S,Exempt-4,M1,Legal Affairs,F,Experienced (non-manager),80440,167610,Annual,Bronx,Assistant District Attorney,TBD,New York City residency is required.,7/19/23,2023
601967,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,MOTOR VEHICLE OPERATOR,Competitive-1,M1,Building Operations & Maintenance,F,Experienced (non-manager),43669,54557,Annual,Worth Street.,Health Support Services,TBD,Hybrid,9/22/23,2023
603920,DEPT OF HEALTH/MENTAL HYGIENE,External,2,PUBLIC HEALTH ASSISTANT (SCHOO,Competitive-1,M1,Health,P,Experienced (non-manager),19.2,28.81,Hourly,47TH Street,SH Vision,TBD,Hybrid,9/8/23,2023
527831,NYC HOUSING AUTHORITY,External,1,SUPERVISOR CARPENTER,Competitive-1,M1,Building Operations & Maintenance,F,Experienced (non-manager),56.8,56.8,Hourly,Manhattan,Manhattan Property Management,TBD,Not required,5/12/22,2022
590018,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,ASSOCIATE PUBLIC HEALTH SANITA,Competitive-1,M1,"Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),73579,111321,Annual,Worth Street.,Child Care,TBD,Hybrid,8/3/23,2023
595982,DEPT OF ENVIRONMENT PROTECTION,External,1,CITY PLANNER,Competitive-1,M0,"Engineering, Architecture, & Planning",F,Manager,85372,129661,Annual,Centre Street,Arkville Facility,35 Hours Per Week,Not required,10/13/23,2023
596059,DEPT OF DESIGN & CONSTRUCTION,External,1,ADM ENGINEER (NON MGRL),Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),58682,112894,Annual,Queens,INFRA/PRGRM MGMT/F E P/DEP CO,35 Hours Per Week,Not required,11/21/23,2023
573254,DEPT OF ENVIRONMENT PROTECTION,Internal,1,COMPUTER SPECIALIST (SOFTWARE),Competitive-1,M0,"Technology, Data & Innovation",F,Manager,85371,109990,Annual,Flatlands Avenue,BWT - ADMINISTRATION/PERSONNEL,35 Hours Per Week,Not required,3/22/23,2023
590322,DEPT OF HEALTH/MENTAL HYGIENE,External,1,ADM MANAGER-NON-MGRL FRM M1/M2,Competitive-1,M1,Health,F,Experienced (non-manager),66322,98830,Annual,28th Street,Immunization Administration,TBD,Hybrid,8/18/23,2023
586755,DEPT OF ENVIRONMENT PROTECTION,External,1,ADMINISTRATIVE CITY PLANNER,Competitive-1,M0,"Engineering, Architecture, & Planning",TBD,Manager,64922,173486,Annual,Corona,"CAP. PLAN. - ADMIN.,BLUEBELT",TBD,Not required,6/12/23,2023
605783,TAXI & LIMOUSINE COMMISSION,Internal,1,CUSTOMER INFORMATION REP,Competitive-1,M1,Constituent Services & Community Programs,F,Experienced (non-manager),40882,45000,Annual,LIC,Call Center,TBD,Hybrid,9/19/23,2023
555566,HRA/DEPT OF SOCIAL SERVICES,Internal,2,PRINCIPAL ADMINISTRATIVE ASSOC,Competitive-1,M1,Constituent Services & Community Programs,F,Experienced (non-manager),53057,61015,Annual,World Trade Center,Revenue Mgmt/Development-NM,40 hours per week,Hybrid,10/14/22,2022
615495,BRONX DISTRICT ATTORNEY,Internal,1,COMMUNITY ASSOCIATE,Non-Competitive-5,M1,Administration & Human Resources,F,Experienced (non-manager),60000,60000,Annual,Bronx,Support Staff,TBD,Not required,11/8/23,2023
582217,HRA/DEPT OF SOCIAL SERVICES,Internal,1,COMPUTER SPECIALIST (SOFTWARE),Competitive-1,M1,"Technology, Data & Innovation ",F,Experienced (non-manager),98901,136951,Annual,Metrotech,Mgmt Information System-NM,35 Hours Per Week,Not required,6/13/23,2023
574349,CIVILIAN COMPLAINT REVIEW BD,Internal,3,INVESTIGATOR (CCRB),Non-Competitive-5,M1,Legal Affairs,F,Experienced (non-manager),60213,89822,Annual,Church Street,Civilian Complaint Review Bd,TBD,Hybrid,8/29/23,2023
590912,HRA/DEPT OF SOCIAL SERVICES,External,5,STAFF NURSE,Non-Competitive-5,M1,Health Social Services,F,Experienced (non-manager),84744,84744,Annual,125Th Street,HOME CARE SVCS-NM,40 hours per week,Hybrid,6/26/23,2023
614218,OFFICE OF THE COMPTROLLER,External,1,SUMMER GRADUATE INTERN,Non-Competitive-5,0,"Finance, Accounting, & Procurement",F,Student,19,22.5,Hourly,Centre Street,Contract Administration,TBD,Hybrid,11/1/23,2023
615688,DEPT OF HEALTH/MENTAL HYGIENE,External,1,COMMUNITY ASSOCIATE,Non-Competitive-5,M1,Communications & Intergovernmental Affairs,F,Experienced (non-manager),41887,60000,Annual,115Th Street,CHECW-HRLM NEIGHBORHOOD HLTH.,TBD,Hybrid,11/20/23,2023
607923,DEPT OF ENVIRONMENT PROTECTION,Internal,2,COMMUNITY COORDINATOR,Non-Competitive-5,1,Communications & Intergovernmental Affairs,F,Entry-Level,59116,91768,Annual,Harding Expressway,BWS - BUREAU ADMINISTRATION,TBD,Hybrid,11/27/23,2023
607068,DEPARTMENT OF CITY PLANNING,Internal,1,COMPUTER SPECIALIST (SOFTWARE),Competitive-1,M1,"Technology, Data & Innovation",F,Experienced (non-manager),107281,120190,Annual,Broadway,ITD-DIGITAL SERVICES,TBD,Not required,9/27/23,2023
591433,DEPARTMENT OF TRANSPORTATION,External,1,EXECUTIVE AGENCY COUNSEL,Non-Competitive-5,M2,Legal Affairs,F,Executive,116506,252165,Annual,Water Street,Legal Affairs,35 Hours Per Week,Not required,6/30/23,2023
595336,HRA/DEPT OF SOCIAL SERVICES,External,7,ASSOCIATE BENEFITS OPPORTUNITY,Competitive-1,M1,Administration & Human Resources,F,Experienced (non-manager),56677,65179,Annual,Brooklyn,FIA Operations-NM,40 hours per week,Not required,7/27/23,2023
604898,DEPARTMENT OF TRANSPORTATION,External,1,CITY RESEARCH SCIENTIST,Non-Competitive-5,M1,"Policy, Research & Analysis",F,Experienced (non-manager),103026,133630,Annual,Water Street,Franchise/Concessions/Consents,35 Hours Per Week,Hybrid,9/20/23,2023
613617,DEPT OF ENVIRONMENT PROTECTION,External,1,CITY PLANNER,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),80091,116999,Annual,Centre Street,Arkville Facility,TBD,Not required,11/13/23,2023
593612,DEPT. OF HOMELESS SERVICES,Internal,1,COMMUNITY COORDINATOR,Non-Competitive-5,M1,Administration & Human Resources,F,Experienced (non-manager),59116,91768,Annual,30TH Street,Adult Services,40 hours per week,Hybrid,8/7/23,2023
525425,NYC EMPLOYEES RETIREMENT SYS,External,1,ADMINISTRATIVE ACCOUNTANT,Competitive-1,M0,"Finance, Accounting, & Procurement",F,Manager,100000,110000,Annual,Brooklyn,Executive Management,TBD,Hybrid,3/21/22,2022
599928,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,PROCUREMENT ANALYST,Competitive-1,M1,Communications & Intergovernmental Affairs,F,Experienced (non-manager),50972,65000,Annual,47TH Street,SH Field Operations,TBD,Hybrid,8/24/23,2023
597603,OFFICE OF MANAGEMENT & BUDGET,External,1,BUDGET ANALYST (OMB)-MANAGERIA,Pending Classification-2,M0,"Finance, Accounting, & Procurement",F,Manager,141766,208826,Annual,Greenwich Street,Budget Directors Office,TBD,Hybrid,8/9/23,2023
509756,FINANCIAL INFO SVCS AGENCY,External,1,SENIOR IT ARCHITECT,Non-Competitive-5,M1,"Technology, Data & Innovation",F,Experienced (non-manager),100000,110000,Annual,Manhattan,Ops/FS/Bus Team/MOCS,40 hours per week,Not required,2/10/22,2022
593798,HRA/DEPT OF SOCIAL SERVICES,External,1,COMMUNITY COORDINATOR,Non-Competitive-5,M1,Social Services,F,Experienced (non-manager),59116,91768,Annual,Jamaica,Constituent Services-NM,TBD,Hybrid,11/20/23,2023
589832,OFFICE OF THE COMPTROLLER,Internal,1,STAFF ANALYST,Competitive-1,M1,"Finance, Accounting, & Procurement",F,Experienced (non-manager),76000,80008,Annual,Centre Street,Management Audit,TBD,Hybrid,6/12/23,2023
613129,NYC HOUSING AUTHORITY,External,1,PROCUREMENT ANALYST,Competitive-1,M1,"Finance, Accounting, & Procurement",F,Experienced (non-manager),60010,100875,Annual,Office of Director,Procurement Operations,TBD,Not required,11/27/23,2023
581148,BRONX DISTRICT ATTORNEY,Internal,1,COMMUNITY COORDINATOR,Non-Competitive-5,M1,Administration & Human Resources,F,Experienced (non-manager),75000,75000,Annual,Bronx,Support Staff,TBD,Not required,3/31/23,2023
557379,HRA/DEPT OF SOCIAL SERVICES,Internal,1,CLERICAL ASSOCIATE,Competitive-1,M1,Administration & Human Resources,F,Experienced (non-manager),36390,41848,Annual,William Street,Employment/Contract Svcs-NM,40 hours per week,Hybrid,1/24/23,2023
614290,DEPT OF HEALTH/MENTAL HYGIENE,External,1,ADM MANAGER-NON-MGRL FRM M1/M2,Competitive-1,M1,Health,F,Experienced (non-manager),74730,118000,Annual,28th Street,MHY Comm Eng Pol & Prac,TBD,Hybrid,11/6/23,2023
540243,DEPT OF ENVIRONMENT PROTECTION,Internal,1,AGENCY ATTORNEY,Non-Competitive-5,M1,Legal Affairs,F,Experienced (non-manager),79620,91563,Annual,Corona,EEO - BWSO FLOAT,35 Hours Per Week,Hybrid,7/25/22,2022
598332,DEPARTMENT OF TRANSPORTATION,External,1,IT PROJECT SPECIALIST,Non-Competitive-5,M1,"Technology, Data & Innovation",F,Experienced (non-manager),75000,160000,Annual,Water Street,IT & Telecom,TBD,Not required,8/21/23,2023
603639,ADMIN FOR CHILDREN'S SVCS,Internal,1,CITY RESEARCH SCIENTIST,Non-Competitive-5,M1,"Finance, Accounting, & Procurement",F,Experienced (non-manager),82506,103548,Annual,William Street,Executive Office (Finance),TBD,Hybrid,11/3/23,2023
612164,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,SUPERVISING PUBLIC HEALTH ADVI,Competitive-1,M1,Health,F,Experienced (non-manager),59301,68196,Annual,Bronx,MIRH Newborn Home Visiting,TBD,Hybrid,10/23/23,2023
596062,DEPT OF DESIGN & CONSTRUCTION,Internal,1,ASSOCIATE PROJECT MANAGER,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),81571,93807,Annual,Queens,OTHER NEED PLACEHOLDER1,35 Hours Per Week,Not required,11/8/23,2023
617286,TAXI & LIMOUSINE COMMISSION,External,6,AGENCY ATTORNEY INTERNE,Non-Competitive-5,M1,Legal Affairs,F,Experienced (non-manager),68183,78411,Annual,LIC,Prosecution Division,TBD,Not required,11/24/23,2023
576549,DEPT OF ENVIRONMENT PROTECTION,External,1,CLERICAL ASSOCIATE,Competitive-1,1,Constituent Services & Community Programs,F,Entry-Level,40017,62820,Annual,Corona,AIR/NOISE PERMITTING AND ENF.,TBD,Hybrid,3/1/23,2023
602934,DEPT OF ENVIRONMENT PROTECTION,Internal,1,CERT IT DEVELOPER (APP),Competitive-1,M1,"Technology, Data & Innovation",F,Experienced (non-manager),93288,130988,Annual,Corona,OFFICE OF PURCHASING MGMT,35 Hours Per Week,Not required,10/6/23,2023
595729,DEPT OF ENVIRONMENT PROTECTION,External,1,EXECUTIVE PROGRAM SPECIALIST (,Pending Classification-2,M0,Administration & Human Resources,F,Manager,105000,120000,Annual,Corona,COMMISSIONERS OFFICE,35 Hours Per Week,Hybrid,8/8/23,2023
576958,HRA/DEPT OF SOCIAL SERVICES,External,1,ADMINISTRATIVE STAFF ANALYST (,Competitive-1,M1,Administration & Human Resources,F,Experienced (non-manager),94715,118450,Annual,Pearl Street,DSS ACCOUNTABILITY OFFICE NM,40 hours per week,Hybrid,3/2/23,2023
612172,DEPT OF HEALTH/MENTAL HYGIENE,External,1,PUBLIC HEALTH EDUCATOR,Competitive-1,M1,Constituent Services & Community Programs,F,Experienced (non-manager),61233,69193,Annual,28th Street,"Maternal, Infant, & Repr. Hlth",TBD,Hybrid,10/23/23,2023
613485,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,ASSOCIATE CONTRACT SPECIALIST,Competitive-1,M1,"Finance, Accounting, & Procurement",F,Experienced (non-manager),65775,76000,Annual,28th Street,Acco/Contracts,TBD,Hybrid,11/21/23,2023
615389,DEPARTMENT OF FINANCE,Internal,1,ADM PROC ANAL-NM FRM M1-3,Competitive-1,M1,Communications & Intergovernmental Affairs,F,Experienced (non-manager),65232,115000,Annual,Maiden Lane,Office of Purchasing/Contracts,TBD,Hybrid,11/20/23,2023
599659,DEPARTMENT OF TRANSPORTATION,External,1,COMMUNITY COORDINATOR,Non-Competitive-5,M1,Constituent Services & Community Programs,F,Experienced (non-manager),59116,75000,Annual,Water Street,Litigation Svs and Record Mgmt,35 Hours Per Week,Hybrid,8/22/23,2023
588925,DEPT OF DESIGN & CONSTRUCTION,External,1,ADMINISTRATIVE PROCUREMENT ANA,Competitive-1,M0,"Finance, Accounting, & Procurement",F,Manager,80931,122000,Annual,Queens,F+P/ACCO/Design Build,35 Hours Per Week,Hybrid,11/17/23,2023
593335,DEPT OF ENVIRONMENT PROTECTION,External,1,STAFF ANALYST,Competitive-1,M1,"Finance, Accounting, & Procurement",F,Experienced (non-manager),62470,80008,Annual,Harding Expressway,BWT - PROCUREMENT,35 Hours Per Week,Hybrid,8/13/23,2023
615690,BRONX DISTRICT ATTORNEY,Internal,3,COMMUNITY ASSOCIATE,Non-Competitive-5,M1,Constituent Services & Community Programs,F,Experienced (non-manager),60000,60000,Annual,Bronx,Support Staff,TBD,Not required,11/17/23,2023
612386,DEPT OF HEALTH/MENTAL HYGIENE,External,1,CLERICAL ASSOCIATE,Competitive-1,1,Administration & Human Resources,F,Entry-Level,39763,50000,Annual,28th Street,Early Intervention,TBD,Hybrid,10/23/23,2023
603406,CAMPAIGN FINANCE BOARD,External,1,SYSTEMS ADMINISTRATOR-CAM FIN,Pending Classification-2,M1,"Technology, Data & Innovation",F,Experienced (non-manager),110000,115000,Annual,Church Street,Managerial,TBD,Hybrid,9/7/23,2023
606820,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,COLLEGE AIDE (ALL CITY DEPTS),Non-Competitive-5,0,Health,P,Student,15.5,19.9,Hourly,28th Street,HIV Programs,TBD,Hybrid,9/21/23,2023
600974,BRONX DISTRICT ATTORNEY,Internal,2,COMMUNITY ASSISTANT,Non-Competitive-5,1,Legal Affairs,F,Entry-Level,40866,40866,Annual,Bronx,Support Staff,TBD,Not required,9/26/23,2023
539421,FIRE DEPARTMENT,Internal,1,IT SECURITY SPECIALIST,Non-Competitive-5,M1,"Technology, Data & Innovation",F,Experienced (non-manager),0,140000,Annual,Brooklyn,Bureau of Tech Deve and Syst,TBD,Not required,9/18/23,2023
